url,location,date,collected_at,processed,timestamp,last_update
/vaga-de-consultora-financeiroa-em-__10093833.aspx,Todo Brasil,2024-12-12 01:45:00,2024-12-12 22:41:00,False,,2024-12-12 22:41:18.147870
/vaga-de-banco-talentos-pes-patas-em-__10178946.aspx,Todo Brasil,2024-12-12 01:08:00,2024-12-12 22:41:00,False,,2024-12-12 22:41:18.147870
/vaga-de-professor-quimica-em-rio-janeiro__10132632.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 01:07:00,2024-12-12 22:41:00,False,,2024-12-12 22:41:18.147870
/vaga-de-assistente-comercial-vendas-em-rio-janeiro__10178863.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 12:36:00,2024-12-12 22:41:16,False,,2024-12-12 22:41:18.147870
/vaga-de-promotor-bilingue-aeroporto-santos-dumont-em-rio-janeiro__10178861.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 12:35:00,2024-12-12 22:41:16,False,,2024-12-12 22:41:18.147870
/vaga-de-consultor-comercial-cna-zona-norte-do-rio-em-rio-janeiro__10178852.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 12:33:00,2024-12-12 22:41:16,False,,2024-12-12 22:41:18.147870
/vaga-de-auxiliar-contabilidade-em-rio-janeiro__10155229.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 12:29:53,2024-12-12 22:41:16,False,,2024-12-12 22:41:18.147870
/vaga-de-auxiliar-restaurante-sao-paulo-sao-paulo-interior-em-__10178821.aspx,Todo Brasil,2024-12-12 12:24:00,2024-12-12 22:41:16,False,,2024-12-12 22:41:18.147870
/vaga-de-auxiliar-estoque-em-rio-janeiro__10178822.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 12:24:00,2024-12-12 22:41:16,False,,2024-12-12 22:41:18.147870
/vaga-de-assistente-administrativo-em-rio-janeiro__10178640.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 12:17:05,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-consultor-vendas-sdrcloser-em-rio-janeiro__10178796.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 12:17:00,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-tecnico-seguranca-do-trabalho-em-rio-janeiro__10178784.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 12:14:00,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-tecnico-suporte-ti-atendimento-presencial-clientes-em-rio-janeiro__10178749.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 12:05:00,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-padeiro-em-rio-janeiro__10178714.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 11:57:00,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-atendente-estoquecaixa-em-rio-janeiro__10178684.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 11:52:00,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-manobrista-estacionamento-em-rio-janeiro__10177941.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 11:49:03,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-promotor-repositor-loja-brinquedos-shopping-leblon-em-rio-janeiro__10178666.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 11:49:00,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-assistente-financeiro-em-rio-janeiro__10178613.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 11:42:00,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-encarregado-asfalto-em-__10178565.aspx,Todo Brasil,2024-12-12 11:33:00,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-analista-contabil-em-rio-janeiro__10178561.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 11:31:00,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-analista-financeiro-em-__10178549.aspx,Todo Brasil,2024-12-12 11:30:00,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-gerente-loja-em-rio-janeiro__9858349.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 11:26:00,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-confeiteiro-em-rio-janeiro__10177450.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-12 11:24:47,2024-12-12 22:41:17,False,,2024-12-12 22:41:18.147870
/vaga-de-sdrcloser-venda-ativa-em-rio-janeiro__10183555.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-14 10:45:00,2024-12-14 09:50:34,False,,2024-12-14 09:51:40.287219
/vaga-de-vendedor-externo-automacao-comercial-em-rio-janeiro__10172512.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-14 09:41:00,2024-12-14 09:50:34,False,,2024-12-14 09:51:40.287219
/vaga-de-mecanico-manutencao-mecanico-geral-em-rio-janeiro__10183515.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-14 09:40:00,2024-12-14 09:50:34,False,,2024-12-14 09:51:40.287219
/vaga-de-mecanico-manutencao-torneiro-mecanico-em-rio-janeiro__10183514.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-14 09:38:00,2024-12-14 09:50:34,False,,2024-12-14 09:51:40.287219
/vaga-de-encarregado-limpeza-em-rio-janeiro__9944171.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-14 09:37:00,2024-12-14 09:50:34,False,,2024-12-14 09:51:40.287219
/vaga-de-office-boy-em-rio-janeiro__10183467.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-14 06:24:00,2024-12-14 09:50:34,False,,2024-12-14 09:51:40.287219
/vaga-de-consultor-comercial-sdrcloser-em-rio-janeiro__10183374.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 09:09:00,2024-12-14 09:50:34,False,,2024-12-14 09:51:40.287219
/vaga-de-terapeuta-ocupacional-em-__10183316.aspx,Todo Brasil,2024-12-13 07:23:00,2024-12-14 09:50:34,False,,2024-12-14 09:51:40.287219
/vaga-de-lancheiro-em-rio-janeiro__10183313.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 07:19:00,2024-12-14 09:50:34,False,,2024-12-14 09:51:40.287219
/vaga-de-cozinheiro-3-em-rio-janeiro__10183311.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 07:16:00,2024-12-14 09:50:34,False,,2024-12-14 09:51:40.287219
/vaga-de-executivo-vendas-1115-em-__10183265.aspx,Todo Brasil,2024-12-13 06:16:00,2024-12-14 09:50:34,False,,2024-12-14 09:51:40.287219
/vaga-de-atendente-lazer-em-rio-janeiro__10183258.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 06:14:00,2024-12-14 09:50:35,False,,2024-12-14 09:51:40.287219
/vaga-de-assistente-financeiroadministrativo-em-__10183256.aspx,Todo Brasil,2024-12-13 06:13:00,2024-12-14 09:50:35,False,,2024-12-14 09:51:40.287219
/vaga-de-auxiliar-limpeza-em-rio-janeiro__9881881.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 06:12:00,2024-12-14 09:50:35,False,,2024-12-14 09:51:40.287219
/vaga-de-estagiarioa-diversos-cursos-em-__10183223.aspx,Todo Brasil,2024-12-13 06:02:00,2024-12-14 09:50:35,False,,2024-12-14 09:51:40.287219
/vaga-de-recepcionista-em-rio-janeiro__10183202.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 05:54:00,2024-12-14 09:50:35,False,,2024-12-14 09:51:40.287219
/vaga-de-analista-administrativo-em-__10183192.aspx,Todo Brasil,2024-12-13 05:50:00,2024-12-14 09:50:35,False,,2024-12-14 09:51:40.287219
/vaga-de-analista-financeiro-dp-em-rio-janeiro__10183190.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 05:49:00,2024-12-14 09:50:35,False,,2024-12-14 09:51:40.287219
/vaga-de-telemarketing-ativo-fixo-comissoes-em-__10183167.aspx,Todo Brasil,2024-12-13 05:44:00,2024-12-14 09:50:35,False,,2024-12-14 09:51:40.287219
/vaga-de-estagiario-engenharia-civil-em-rio-janeiro__10183159.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 05:38:00,2024-12-14 09:50:35,False,,2024-12-14 09:51:40.287219
/vaga-de-motorista-caminhao-em-__10183064.aspx,Todo Brasil,2024-12-13 05:09:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
/vaga-de-ajudante-estoque-rj-ipanema--em-rio-janeiro__10182985.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 04:49:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
/vaga-de-vendedor-externo-em-rio-janeiro__10182973.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 04:47:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
/vaga-de-vendedora-em-rio-janeiro__10182959.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 04:45:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
/vaga-de-tecnico-seguranca-do-trabalho-rio-janeiro-em-rio-janeiro__10182937.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 04:41:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
/vaga-de-corretor-planos-saude-em-rio-janeiro__10141462.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 04:40:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
/vaga-de-home-office-vendedor-mx-em-__10182898.aspx,Todo Brasil,2024-12-13 04:34:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
/vaga-de-pedreiro-rio-janeiro-em-rio-janeiro__9764556.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 04:23:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
"/vaga-de-bolsista-graduado-especialista-ciencia-da-comp,-em-__10182840.aspx",Todo Brasil,2024-12-13 04:22:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
/vaga-de-repositor-pcd-freguesia-campo-grande-rj-em-rio-janeiro__10182823.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 04:20:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
/vaga-de-operador-cobranca-em-rio-janeiro__9269738.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 04:15:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
"/vaga-de-copeira-o-botafogo,-rj-em-rio-janeiro__10182803.aspx","Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 04:15:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
"/vaga-de-bolsista-graduado-especialista-ciencia-da-comp,-em-__10182794.aspx",Todo Brasil,2024-12-13 04:13:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
/vaga-de-telemarketing-banco-itau-home-office-seg-sex-em-__10182772.aspx,Todo Brasil,2024-12-13 04:07:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
"/vaga-de-bolsista-graduado-especialista-ciencia-da-comp,-em-__10182752.aspx",Todo Brasil,2024-12-13 04:04:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
/vaga-de-vendedor-imoveis-cs-experiencia-lojas-em-rio-janeiro__10182744.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 04:02:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
/vaga-de-atendente-lanchonete-em-rio-janeiro__10182719.aspx,"Rio de Janeiro - RJ, 0 Km de você.",2024-12-13 03:58:00,2024-12-14 09:50:49,False,,2024-12-14 09:51:40.287219
