"url";"titulo";"empresa";"local";"salario";"descricao"
"https://www.infojobs.com.br/vaga-de-porteiro-em-rio-janeiro__9938114.aspx";"Porteiro";"GISA SERGURANCA ELETRONICA, MONITORAMENTO E SERVICOS LTDA";"Rio de Janeiro - RJ";"Salário até combinar";"Estimado(a) Candidato(a), Nós do GRUPO GISA estamos à procura de PORTEIROS, VIGIAS, CONTROLADORES DE ACESSO E RONDAS para reforçar nossas equipes. A vaga requer um profissional responsável, com boa postura e habilidades interpessoais. Requisitos: 1. Assiduidade e pontualidade. 2. Ensino Médio Completo. 3. Habilidade com computador, especialmente sistemas de controle de acesso de portaria. 4. Capacidade de trabalhar em equipe e manter um ambiente profissional. 5. Atitude detalhista, proativa e organizada. 6. Prazer em interagir com o público. As tarefas incluem: - Controle de acesso e saída de visitantes e funcionários. - Gerenciamento de chamadas e correspondências. - Manutenção de registros e relatórios diários. - Apoio à equipe em tarefas administrativas. Nós oferecemos: - Um ambiente de trabalho desafiador e gratificante. - Oportunidades de crescimento profissional. - Um time dedicado e comprometido com a qualidade do serviço. Se você se identifica com as habilidades e interesses acima mencionados, envie-nos seu currículo atualizado. Agradecemos o interesse e esperamos por sua contribuição para o crescimento do GRUPO GISA. Nossos postos de trabalho estão localizados em sua maioria, no Recreio dos Bandeirantes, Barra da Tijuca, Valqueire, Campinho, Irajá, entre outros bairros. Atenciosamente, Time de Recrutamento e Seleção do GRUPO GISA. Benefícios: -. Vale Transporte -. Alimentação"
